t,p,p_d,v,v_d,q,R,w,fa,pwm
1.8599999999999823,"[0.11522078090458994, -0.0002728961253946434, 0.011291314328233312]","[0, 0, 0]","[-0.12882524084023486, 0.0003051181310384269, -0.012743432182350968]","[0, 0, 0]","[-0.9999731345922891, -1.7361405576462292e-05, -0.007330060862878808, -1.301849185735773e-13]","[[0.9998925404154931, 2.5452005871834204e-07, 0.014659727875610366], [2.545205794440265e-07, 0.9999999993971634, -3.472187830853756e-05], [-0.014659727875610356, 3.472187831235462e-05, 0.9998925398126564]]","[-3.8769628008561876e-05, -0.016364787268854587, -7.547107694909045e-11]","[0.0, 0.0, 0.0]","[49.557133452197036, 49.561717843347104, 49.56632360032366, 49.56173962659047]"
1.8649999999999822,"[0.11457665470038876, -0.0002713705347394513, 0.011227597167321558]","[0, 0, 0]","[-0.12810504800404432, 0.0003034123389371634, -0.012671412302874982]","[0, 0, 0]","[-0.9999734336443113, -1.7264484094519214e-05, -0.007289149987723094, -1.1157226205635945e-13]","[[0.999893736584913, 2.5168660491262465e-07, 0.014577912683143712], [2.5168705118981664e-07, 0.9999999994038753, -3.4528050878561433e-05], [-0.014577912683143705, 3.45280508818145e-05, 0.9998937359887882]]","[-3.855370496882085e-05, -0.016273691343541, -7.376433738163741e-11]","[0.0, 0.0, 0.0]","[49.55692290349592, 49.56148211860249, 49.56606258932562, 49.56150378581931]"
1.8699999999999821,"[0.11393612946036855, -0.0002698534730447655, 0.011164240105807183]","[0, 0, 0]","[-0.12738888134144466, 0.00030171608519348697, -0.012599801039185607]","[0, 0, 0]","[-0.999973729371832, -1.7168102377127645e-05, -0.007248466834197039, -9.429816885235806e-14]","[[0.9998949194571073, 2.48884652782035e-07, 0.014496552824840104], [2.488850299648013e-07, 0.9999999994105128, -3.4335302719220455e-05], [-0.014496552824840097, 3.433530272195453e-05, 0.9998949188676198]]","[-3.833893304605578e-05, -0.016183096048950407, -7.182904270512352e-11]","[0.0, 0.0, 0.0]","[49.55671373499091, 49.56124791008951, 49.56580323058078, 49.56126946149148]"
1.874999999999982,"[0.11329918505366132, -0.00026834489261879805, 0.011101241100611255]","[0, 0, 0]","[-0.12667671836342959, 0.0003000293165022662, -0.01252859603776452]","[0, 0, 0]","[-0.9999740218116673, -1.7072257547212068e-05, -0.00720801015102574, -7.831751842485172e-14]","[[0.9998960891793255, 2.46113854771493e-07, 0.014415645799961067], [2.461141680334285e-07, 0.9999999994170762, -3.4143628080651454e-05], [-0.01441564579996106, 3.414362808290951e-05, 0.9998960885964016]]","[-3.812531012450915e-05, -0.016092998680868883, -6.969990560383138e-11]","[0.0, 0.0, 0.0]","[49.556505937372904, 49.56101520672522, 49.56554551126351, 49.561036642541524]"
1.879999999999982,"[0.11266580146184417, -0.0002668447460362867, 0.011038598120422433]","[0, 0, 0]","[-0.1259685367055295, 0.00029835197984483074, -0.01245779495981828]","[0, 0, 0]","[-0.9999743110002284, -1.697694673297419e-05, -0.007167778693689838, -6.358278537870906e-14]","[[0.9998972458971966, 2.433738669907355e-07, 0.014335189121249231], [2.433741213153435e-07, 0.9999999994235667, -3.39530212234754e-05], [-0.014335189121249228, 3.395302122529839e-05, 0.9998972453207632]]","[-3.7912833915028264e-05, -0.016003396570043075, -6.740907034900573e-11]","[0.0, 0.0, 0.0]","[49.55629950131746, 49.560783997536696, 49.56528941878336, 49.56080531801417]"
1.8849999999999818,"[0.11203595877831653, -0.00026535298613706253, 0.010976309145623342]","[0, 0, 0]","[-0.12526431412712616, 0.00029668402248840244, -0.01238739548113979]","[0, 0, 0]","[-0.9999745969735262, -1.6882167068326643e-05, -0.007127771224338191, -5.004453178995027e-14]","[[0.9998983897547472, 2.4066434918165594e-07, 0.014255180314754161], [2.40664549354698e-07, 0.9999999994299852, -3.3763476419665934e-05], [-0.014255180314754158, 3.376347642109276e-05, 0.9998983891847322]]","[-3.7701501953837453e-05, -0.01591428707969505, -6.498618373944026e-11]","[0.0, 0.0, 0.0]","[49.55609441748975, 49.560554271659136, 49.56503494077588, 49.560575477062315]"
1.8899999999999817,"[0.11140963720768089, -0.00026386956602462053, 0.010914372168217643]","[0, 0, 0]","[-0.12456402851077643, 0.00029502539198548387, -0.012317395291972845]","[0, 0, 0]","[-0.9999748797671748, -1.6787915693329752e-05, -0.007087986511706765, -3.765191994787583e-14]","[[0.9998995208944197, 2.3798496468603496e-07, 0.01417561691967066], [2.3798511528993145e-07, 0.9999999994363318, -3.357498795342402e-05], [-0.014175616919670656, 3.3574987954491525e-05, 0.9998995203307515]]","[-3.749131160185594e-05, -0.01582566760317756, -6.245852061174645e-11]","[0.0, 0.0, 0.0]","[49.5558906765497, 49.560326018333896, 49.56478206509372, 49.56034710894497]"
1.8949999999999816,"[0.11078681706512701, -0.0002623944390646931, 0.010852785191757778]","[0, 0, 0]","[-0.12386765786154405, 0.00029337603617320514, -0.012247792096879729]","[0, 0, 0]","[-0.999975159416398, -1.6694189754630055e-05, -0.007048423331043399, -2.6353109192779914e-14]","[[0.9999006394570931, 2.353353804138912e-07, 0.014096496488188765], [2.3533548582370947e-07, 0.9999999994426083, -3.338755012205608e-05], [-0.014096496488188762, 3.338755012279907e-05, 0.9999006388997012]]","[-3.728226004528902e-05, -0.015737535561768455, -5.985106296639259e-11]","[0.0, 0.0, 0.0]","[49.55568826915713, 49.56009922690675, 49.564530779797735, 49.56012020302542]"
1.8999999999999815,"[0.1101674787758193, -0.0002609275588838271, 0.01079154623127338]","[0, 0, 0]","[-0.12317518030633932, 0.0002917359031726281, -0.012178583614611382]","[0, 0, 0]","[-0.9999754359560318, -1.6600986405897254e-05, -0.007009080464038059, -1.609566570559122e-14]","[[0.9999017455820974, 2.3271526681213108e-07, 0.01401781658535473], [2.3271533119321238e-07, 0.9999999994488146, -3.320115723684891e-05], [-0.01401781658535473, 3.320115723730017e-05, 0.9999017450309119]]","[-3.707434429676492e-05, -0.015649888402604503, -5.7186616383025637e-11]","[0.0, 0.0, 0.0]","[49.555487185976446, 49.559873886826004, 49.56428107314846, 49.5598947487692]"
1.9049999999999814,"[0.1095516028742876, -0.000259468879367964, 0.010730653313200323]","[0, 0, 0]","[-0.12248657409326587, 0.00029010494138800836, -0.012109767577980678]","[0, 0, 0]","[-0.9999757094205305, -1.6508302808258403e-05, -0.006969956698758278, -6.8268916525655986e-15]","[[0.9999028394072349, 2.3012429783364993e-07, 0.013939574788942378], [2.301243251405532e-07, 0.999999999454952, -3.301580362393911e-05], [-0.013939574788942378, 3.301580362412944e-05, 0.9999028388621868]]","[-3.686756119847256e-05, -0.015562723596745829, -5.448589824145761e-11]","[0.0, 0.0, 0.0]","[49.5552874176817, 49.559649987640874, 49.56403293359775, 49.55967073574248]"
1.9099999999999813,"[0.10893917000382126, -0.0002580183546610239, 0.01067010447531042]","[0, 0, 0]","[-0.12180181759097404, 0.0002884830995060152, -0.012041341733737946]","[0, 0, 0]","[-0.9999759798439701, -1.641613613072419e-05, -0.006931050829589418, 1.505830549557065e-15]","[[0.9999039210687953, 2.275621509066062e-07, 0.013861768689334081], [2.2756214488342866e-07, 0.999999999461021, -3.283148362516671e-05], [-0.013861768689334081, 3.283148362512497e-05, 0.9999039205298162]]","[-3.666190742475361e-05, -0.015476038637373787, -5.176765231799668e-11]","[0.0, 0.0, 0.0]","[49.55508895496106, 49.559427518999705, 49.56378634978064, 49.55944815361014]"
1.9149999999999812,"[0.10833016091586639, -0.0002565759391634938, 0.01060989776664173]","[0, 0, 0]","[-0.12112088928802046, 0.00028687032649491064, -0.011973303842449367]","[0, 0, 0]","[-0.9999762472600526, -1.6324483550608756e-05, -0.006892361657179445, 8.954764686118045e-15]","[[0.9999049907015733, 2.250285069040487e-07, 0.013784395889410758], [2.2502847108584074e-07, 0.9999999994670226, -3.264819159891584e-05], [-0.013784395889410758, 3.264819159866897e-05, 0.9999049901685958]]","[-3.645737948614975e-05, -0.015389831038113944, -4.904875519632962e-11]","[0.0, 0.0, 0.0]","[49.55489178852161, 49.55920647064842, 49.563541310507496, 49.559226992134214]"
1.919999999999981,"[0.10772455646942629, -0.00025514158753101924, 0.010550031247429483]","[0, 0, 0]","[-0.12044376779223337, 0.0002852665716036873, -0.011905651678377567]","[0, 0, 0]","[-0.9999765117021105, -1.6233342253939398e-05, -0.0068538879883878875, 1.557158195986663e-14]","[[0.9999060484388853, 2.22523050113762e-07, 0.013707454004450231], [2.2252298782889717e-07, 0.9999999994729571, -3.246592192093504e-05], [-0.013707454004450231, 3.246592192050814e-05, 0.9999060479118425]]","[-3.625397373372276e-05, -0.015304098331484257, -4.6344305397999886e-11]","[0.0, 0.0, 0.0]","[49.554695909093375, 49.55898683242891, 49.5632978047565, 49.55900724117213]"
1.924999999999981,"[0.10712233763046512, -0.0002537152546730008, 0.010490502989037595]","[0, 0, 0]","[-0.11977043183008312, 0.00028367178436116726, -0.011838383029364803]","[0, 0, 0]","[-0.999976773203111, -1.6142709435855448e-05, -0.006815628636238686, 2.1407119153130358e-14]","[[0.999907094412586, 2.2004546820823753e-07, 0.013630940662033362], [2.200453825817498e-07, 0.9999999994788261, -3.228466898513609e-05], [-0.013630940662033362, 3.228466898455248e-05, 0.9999070938914119]]","[-3.60516863646934e-05, -0.015218838067457746, -4.366774070722651e-11]","[0.0, 0.0, 0.0]","[49.55450130743384, 49.558768594277446, 49.56305582166622, 49.55878889067527]"
1.9299999999999808,"[0.10652348547131471, -0.00025229689575119495, 0.01043131107389077]","[0, 0, 0]","[-0.11910086024605775, 0.000282085914575062, -0.011771495696718256]","[0, 0, 0]","[-0.9999770317956591, -1.605258230099306e-05, -0.006777582419876616, 2.651119126307114e-14]","[[0.9999081287530839, 2.1759545221483083e-07, 0.013554853501957318], [2.1759534617250146e-07, 0.9999999994846295, -3.210442720436451e-05], [-0.013554853501957318, 3.210442720364578e-05, 0.999908128237713]]","[-3.585051342694338e-05, -0.015134047812143782, -4.1030930939362e-11]","[0.0, 0.0, 0.0]","[49.55430797433176, 49.55855174622327, 49.562815350528645, 49.55857193068725]"
1.9349999999999807,"[0.10592798117008442, -0.00025088646617831966, 0.010372453595407179]","[0, 0, 0]","[-0.11843503200204293, 0.0002805089123309952, -0.011704987495097659]","[0, 0, 0]","[-0.9999772875120029, -1.5962958063858744e-05, -0.006739748164527026, 3.093242657232962e-14]","[[0.9999091515893577, 2.1517269648607573e-07, 0.013479190176155469], [2.1517257275917967e-07, 0.9999999994903681, -3.192519101114759e-05], [-0.013479190176155472, 3.192519101031369e-05, 0.9999091510797257]]","[-3.565045082570019e-05, -0.01504972514657604, -3.84442779853112e-11]","[0.0, 0.0, 0.0]","[49.55411590061107, 49.558336278387074, 49.562576380782424, 49.55835635134261]"
1.9399999999999806,"[0.10533580601007421, -0.0002494839216166647, 0.01031392865793169]","[0, 0, 0]","[-0.11777292617670633, 0.0002789407279914896, -0.011638856252405011]","[0, 0, 0]","[-0.9999775403840367, -1.5873833949186185e-05, -0.006702124701458589, 3.471811439750275e-14]","[[0.9999101630489722, 2.1277689867005455e-07, 0.013403948348623306], [2.1277675980071597e-07, 0.9999999994960427, -3.1746954858409007e-05], [-0.01340394834862331, 3.174695485747826e-05, 0.999910162545015]]","[-3.545149432931235e-05, -0.014965867665606376, -3.591681676544151e-11]","[0.0, 0.0, 0.0]","[49.55392507713445, 49.55812218097957, 49.56233890200641, 49.55814214286527]"
1.9449999999999805,"[0.10474694137919068, -0.00024808921797670727, 0.010255734376669665]","[0, 0, 0]","[-0.11711452196488568, 0.00027738131219491927, -0.011573099809676343]","[0, 0, 0]","[-0.9999777904433048, -1.5785207192278595e-05, -0.006664710867948826, 3.791409265697113e-14]","[[0.9999111632580935, 2.1040775968090746e-07, 0.013329125695349893], [2.1040760802790507e-07, 0.9999999995016546, -3.15697132201544e-05], [-0.013329125695349896, 3.156971321914365e-05, 0.9999111627597479]]","[-3.525363957529758e-05, -0.014882472976898018, -3.34563070885478e-11]","[0.0, 0.0, 0.0]","[49.55373549480689, 49.55790944430017, 49.56210290391338, 49.55792929556713]"
1.9499999999999804,"[0.10416136876936624, -0.0002467023114157327, 0.010197868877621283]","[0, 0, 0]","[-0.11645979867698071, 0.0002758306158544288, -0.01150771602097547]","[0, 0, 0]","[-0.9999780377210058, -1.5697075039335977e-05, -0.006627505507252148, 4.056465669045207e-14]","[[0.9999121523415028, 2.080649836694304e-07, 0.013254719904254322], [2.0806482141436724e-07, 0.9999999995072039, -3.1393460592126826e-05], [-0.013254719904254326, 3.139346059105146e-05, 0.9999121518487065]]","[-3.5056882077846106e-05, -0.014799538700016567, -3.1069315506377205e-11]","[0.0, 0.0, 0.0]","[49.55354714457867, 49.55769805873562, 49.56186837634428, 49.557717799846756]"
1.9549999999999803,"[0.10357906977598134, -0.0002453231583364605, 0.010140330297516407]","[0, 0, 0]","[-0.11580873573834827, 0.0002742885901568211, -0.011442702753289713]","[0, 0, 0]","[-0.9999782822479959, -1.5609434747763593e-05, -0.006590507468570156, 4.271244880140619e-14]","[[0.9999131304226136, 2.0574827799363132e-07, 0.013180728675126744], [2.057481071475466e-07, 0.9999999995126914, -3.1218191492424624e-05], [-0.013180728675126747, 3.121819149129864e-05, 0.9999131299353048]]","[-3.486121723382335e-05, -0.014717062465607179, -2.8761315358044992e-11]","[0.0, 0.0, 0.0]","[49.55336001744862, 49.55748801475863, 49.56163530926243, 49.55750764618805]"
1.9599999999999802,"[0.1030000260972896, -0.0002439517153856764, 0.010083116783749959]","[0, 0, 0]","[-0.11516131268870074, 0.0002727551865614154, -0.011378057886427454]","[0, 0, 0]","[-0.9999785240547924, -1.5522283586465445e-05, -0.006553715607024015, 4.439840733024298e-14]","[[0.9999140976234845, 2.0345735318945025e-07, 0.013107149719573464], [2.0345717559963495e-07, 0.9999999995181174, -3.1043900462089245e-05], [-0.013107149719573467, 3.104390046092534e-05, 0.9999140971416018]]","[-3.466664032968206e-05, -0.014635041914661926, -2.6536773172031567e-11]","[0.0, 0.0, 0.0]","[49.55317410446674, 49.557279302926716, 49.56140369274836, 49.55729882515893]"
1.96499999999998,"[0.1024242195338461, -0.00024258793945286934, 0.010026226494317822]","[0, 0, 0]","[-0.11451750918150738, 0.00027123035679887686, -0.011313779312917513]","[0, 0, 0]","[-0.9999787631715782, -1.5435618836120474e-05, -0.006517128783628647, 4.5661734136861045e-14]","[[0.9999150540648352, 2.0119192294153136e-07, 0.01303398076096573], [2.0119174029847366e-07, 0.9999999995234834, -3.08705820656585e-05], [-0.013033980760965734, 3.0870582064468165e-05, 0.9999150535883186]]","[-3.4473146548647356e-05, -0.014553474697864178, -2.439922051626392e-11]","[0.0, 0.0, 0.0]","[49.55298939673697, 49.557071913880876, 49.56117351699462, 49.55709132741018]"
1.96999999999998,"[0.10185163198793856, -0.00024123178766887496, 0.009969657597753234]","[0, 0, 0]","[-0.11387730498339844, 0.0002697140528700197, -0.011249864937910118]","[0, 0, 0]","[-0.9999789996282046, -1.534943778944077e-05, -0.00648074586526856, 4.6539847283603446e-14]","[[0.9999159998660598, 1.9895170405397035e-07, 0.012961219534391754], [1.9895151789849064e-07, 0.9999999995287898, -3.06982308916839e-05], [-0.012961219534391758, 3.0698230890477456e-05, 0.9999159993948494]]","[-3.428073097740148e-05, -0.014472358475011899, -2.2351336762133467e-11]","[0.0, 0.0, 0.0]","[49.55280588541942, 49.55686583834441, 49.56094477230105, 49.55688514367413]"
1.9749999999999799,"[0.10128224546302157, -0.00023988321740452486, 0.009913408273063683]","[0, 0, 0]","[-0.11324067997357185, 0.00026820622704458555, -0.01118631267907974]","[0, 0, 0]","[-0.9999792334541946, -1.5263737751413077e-05, -0.0064445657246751265, 4.706836194843157e-14]","[[0.9999169351452408, 1.9673641642114208e-07, 0.01288886378661162], [1.9673622815160408e-07, 0.9999999995340367, -3.052684155321448e-05], [-0.012888863786611623, 3.052684155200114e-05, 0.9999169346792774]]","[-3.408938861313241e-05, -0.014391690914510147, -2.0395026391545723e-11]","[0.0, 0.0, 0.0]","[49.552623561732744, 49.556661067121716, 49.56071744907013, 49.556680264763585]"
1.9799999999999798,"[0.10071604206315371, -0.00023854218626930194, 0.009857476709668285]","[0, 0, 0]","[-0.11260761414320238, 0.00026670683185999855, -0.011123120466529558]","[0, 0, 0]","[-0.9999794646787477, -1.5178516039522699e-05, -0.006408587240405127, 4.7281086944747104e-14]","[[0.9999178600191643, 1.9454578299857149e-07, 0.01281691127601474], [1.9454559387810742e-07, 0.9999999995392252, -3.0356408688245398e-05], [-0.012816911276014744, 3.0356408687033375e-05, 0.9999178595583895]]","[-3.3899114369991236e-05, -0.01431146969293279, -1.853148629952822e-11]","[0.0, 0.0, 0.0]","[49.55244241695605, 49.55645759109718, 49.56049153780287, 49.55647668157062]"
1.9849999999999797,"[0.10015300399243769, -0.00023720865211000194, 0.009801861107335637]","[0, 0, 0]","[-0.11197808759485321, 0.00026521582012009907, -0.011060286242697316]","[0, 0, 0]","[-0.9999796933307419, -1.5093769983961215e-05, -0.006372809296820383, 4.721002819687636e-14]","[[0.9999187746033328, 1.9237952977385197e-07, 0.012745359772579493], [1.923793409375739e-07, 0.9999999995443564, -3.0186926960134307e-05], [-0.012745359772579496, 3.0186926958930863e-05, 0.999918774147689]]","[-3.370990308600436e-05, -0.014231692494644333, -1.676126945885964e-11]","[0.0, 0.0, 0.0]","[49.552262442430745, 49.556255401234104, 49.56026702909464, 49.55627438506553]"
1.9899999999999796,"[0.09959311355446343, -0.00023588257300940143, 0.00974655967612215]","[0, 0, 0]","[-0.11135208054188965, 0.0002637331448938575, -0.010997807962262754]","[0, 0, 0]","[-0.9999799194387378, -1.5009496927816939e-05, -0.006337230784068339, 4.688538896559499e-14]","[[0.9999196790119789, 1.902373857375763e-07, 0.012674207057834692], [1.9023719819978637e-07, 0.99999999954943, -3.001839105798298e-05], [-0.012674207057834695, 3.0018391056794483e-05, 0.9999196785614088]]","[-3.352174953025848e-05, -0.014152357011481057, -1.5084366774592962e-11]","[0.0, 0.0, 0.0]","[49.552083629562226, 49.55605448857343, 49.56004391363144, 49.556073366295685]"
1.9949999999999795,"[0.09903635315175398, -0.00023456390728493216, 0.009691570636310836]","[0, 0, 0]","[-0.11072957330789496, 0.0002622587595140696, -0.010935683592056676]","[0, 0, 0]","[-0.999980143030982, -1.4925694227247414e-05, -0.006301850598063443, 4.633561414424748e-14]","[[0.9999205733580794, 1.881190828543705e-07, 0.01260345092482272], [1.8811889751559424e-07, 0.9999999995544473, -2.9850795696983143e-05], [-0.012603450924822724, 2.9850795695815145e-05, 0.9999205729125267]]","[-3.333464840808471e-05, -0.014073460942486302, -1.3500235278390896e-11]","[0.0, 0.0, 0.0]","[49.55190596982119, 49.55585484423296, 49.55982218218641, 49.555873616384574]"
1.9999999999999793,"[0.09848270528521451, -0.0002332526134873618, 0.009636892218350552]","[0, 0, 0]","[-0.1101105463260883, 0.000260792617576036, -0.010873911110971178]","[0, 0, 0]","[-0.9999803641354106, -1.4842359251638933e-05, -0.006266667640469181, 4.558738196894357e-14]","[[0.9999214577533678, 1.860243560339018e-07, 0.01253308917806393], [1.860241736879545e-07, 0.9999999995594088, -2.9684135618736323e-05], [-0.012533089178063934, 2.96841356175936e-05, 0.9999214573127766]]","[-3.3148594368789295e-05, -0.013995001993692788, -1.2007897263449698e-11]","[0.0, 0.0, 0.0]","[49.551729454745136, 49.55565645940602, 49.55960182561635, 49.555675126530694]"
2.0049999999999795,"[0.09793215255358406, -0.00023194865039948164, 0.009582522662795696]","[0, 0, 0]","[-0.10949498013874462, 0.00025933467293622606, -0.010812488509871454]","[0, 0, 0]","[-0.9999805827796516, -1.4759489383746733e-05, -0.00623168081868066, 4.466568528826118e-14]","[[0.9999223323083483, 1.839529431020667e-07, 0.012463119633522124], [1.8395276444279468e-07, 0.9999999995643151, -2.951840559153496e-05], [-0.012463119633522127, 2.9518405590421594e-05, 0.9999223318726632]]","[-3.2963582010473937e-05, -0.013916977877954944, -1.0605959383885924e-11]","[20.0, 0.0, 0.0]","[49.55155407593924, 49.555459325360694, 49.55938283485883, 49.55547788800658]"
2.0099999999999794,"[0.09738467765289034, -0.00023065197703480052, 0.00952846022024634]","[0, 0, 0]","[-0.008882855396616401, 0.0002578848797109284, -0.010751413791508855]","[0, 0, 0]","[-0.9999807989910293, -1.4677082019823142e-05, -0.006196889045807606, 4.359385346811581e-14]","[[0.999923197132308, 1.8190458477215644e-07, 0.012393540118570892], [1.8190441040009076e-07, 0.9999999995691667, -2.9353600410619522e-05], [-0.012393540118570896, 2.935360040953894e-05, 0.9999231967014746]]","[-3.2779605887402674e-05, -0.013839386314817986, -9.292673590883095e-12]","[20.0, 0.0, 0.0]","[112.27785716873056, 49.505241220803626, 0.0, 49.50515178355976]"
2.0149999999999793,"[0.09734026337590726, -0.00022936255263624586, 0.009474703151288795]","[0, 0, 0]","[0.09220206557298626, 0.00025531528810803373, 0.02773109376603631]","[0, 0, 0]","[-0.9999810127965667, -1.45951345697273e-05, -0.0061622912406576955, 4.239358401170066e-14]","[[0.9999240523333307, 1.798790246160599e-07, 0.01232434847196059], [1.7987885504494362e-07, 0.9999999995739642, -2.9189714898398666e-05], [-0.012324348471960593, 2.91897148973537e-05, 0.9999240519072948]]","[-3.3665127553844166e-05, -1.2744711073550044, 0.01540957648862456]","[20.0, 0.0, 0.0]","[126.62862878111383, 57.556697365634, 0.0, 57.55622581224726]"
2.019999999999979,"[0.09780127370377219, -0.0002280859761957057, 0.009613358620118976]","[0, 0, 0]","[0.19359843287500111, 0.0002520080493090016, 0.0919739995742608]","[0, 0, 0]","[-0.9999955703820851, -1.4748294223174082e-05, -0.00297615829786752, -3.847703032752369e-05]","[[0.9999822820026085, -7.686593326149833e-05, 0.005952291364187944], [7.70415062944251e-05, 0.9999999966040121, -2.926743032155845e-05], [-0.005952289094305688, 2.9725485253904686e-05, 0.9999822845285479]]","[-3.9093316432003e-05, -2.8779520700535173, 0.03422821065981567]","[20.0, 0.0, 0.0]","[134.25500017843837, 66.5111995233145, 0.0, 66.49124687788095]"
2.024999999999979,"[0.09876926586814719, -0.0002268259359491607, 0.01007322861799028]","[0, 0, 0]","[0.29439810032269337, 0.00024807608263032664, 0.17726777280040829]","[0, 0, 0]","[-0.999991093947434, -1.5181677420522266e-05, 0.0042185820682504776, -0.00012393814827038745]","[[0.999964376409338, -0.0002480021792457124, -0.008437085231495674], [0.0002477459986371837, 0.9999999688177045, -3.140877092314149e-05], [0.008437092757851622, 2.9317397923678987e-05, 0.9999644066697005]]","[-0.0003044683819157525, -4.680392577344766, 0.052587369658829715]","[20.0, 0.0, 0.0]","[140.6385444171485, 74.67842263717777, 0.0, 74.61652663558593]"
2.029999999999979,"[0.10024125636976065, -0.00022558555553600906, 0.010959567481992323]","[0, 0, 0]","[0.39309357115383825, 0.00024321970667786242, 0.28283073456685925]","[0, 0, 0]","[-0.9998732620093187, -1.5315052370057284e-05, 0.015918371576302, -0.00025520707777830314]","[[0.9994930806314127, -0.0005108370480807899, -0.03183270041072748], [0.0005098618853034416, 0.9999998692695935, -3.875118492813992e-05], [0.03183271604476653, 2.250126055623098e-05, 0.9994932104236162]]","[-0.0012285444236999083, -6.658312594922191, 0.06985678430090611]","[20.0, 0.0, 0.0]","[147.39779476407517, 82.02888808894748, 0.0, 81.90422771303061]"
2.034999999999979,"[0.10220672422552984, -0.00022436945700261975, 0.01237372115482662]","[0, 0, 0]","[0.48749688091340315, 0.00023640663786201263, 0.40950738747356275]","[0, 0, 0]","[-0.9994697705354357, -1.371028668090984e-05, 0.03255753613072748, -0.0004294635819251028]","[[0.9978796448042563, -0.0008593644816679699, -0.06508053455541703], [0.0008575789890520645, 0.9999996307461195, -5.537058633660433e-05], [0.06508055810769232, -5.585180048283562e-07, 0.9978800133062488]]","[-0.0032721408078098774, -8.830923585053434, 0.08643492210677689]","[20.0, 0.0, 0.0]","[154.67810633656342, 88.79711134583528, 0.0, 88.58886721657758]"
2.0399999999999787,"[0.10464420863009687, -0.00022318742381330969, 0.014421258092194432]","[0, 0, 0]","[0.5745919865620764, 0.00022542714035594282, 0.5583281676536515]","[0, 0, 0]","[-0.9985075612936737, -7.978457732819373e-06, 0.054609837250170185, -0.0006447101787539335]","[[0.9940347000485906, -0.0012883673812141903, -0.10905666054303788], [0.0012866245721010038, 0.9999991685702592, -8.634813661792512e-05], [0.10905668111820953, -5.448193512319662e-05, 0.9940355312237082]]","[-0.006966099672635222, -11.223455243039956, 0.10281972651034517]","[20.0, 0.0, 0.0]","[161.50118822933248, 95.12598376168225, 0.0, 94.81303378708559]"
2.0449999999999786,"[0.10751716856290724, -0.00022206028811152997, 0.01721289893046269]","[0, 0, 0]","[0.650533488545923, 0.0002063782673831538, 0.7285678629079262]","[0, 0, 0]","[-0.9965828637174545, 5.356423709257561e-06, 0.08259410385616961, -0.0008998467770241965]","[[0.9863548085679484, -0.0017926589378751117, -0.16462374673423802], [0.001794428573939672, 0.9999983804941733, -0.00013796783615344007], [0.16462372745439557, -0.00015932031647126398, 0.9863564279590101]]","[-0.012910240744315354, -13.831718622988584, 0.11890806578424]","[20.0, 0.0, 0.0]","[165.55874555340202, 100.91633402575458, 0.0, 100.48157140181723]"
2.0499999999999785,"[0.11076983600563686, -0.0002210283967746142, 0.020855738245002323]","[0, 0, 0]","[0.71127866730989, 0.0001734795947920798, 0.9147162836864899]","[0, 0, 0]","[-0.9931329247520139, 3.0939935991588255e-05, 0.11698534005521422, -0.0011929075392197227]","[[0.9726260143675376, -0.0023621924689014966, -0.23236405966125345], [0.0023766705446345467, 0.9999971520286466, -0.0002176504500141638], [0.23236391202732182, -0.0003405603265060284, 0.9726288585097725]]","[-0.021666268926233, -16.572688445910195, 0.13316615691351988]","[20.0, 0.0, 0.0]","[163.46184369121102, 105.72441867917827, 0.0, 105.16438105474424]"
2.0549999999999784,"[0.11432622934218631, -0.00022016099880065382, 0.02542931966343477]","[0, 0, 0]","[0.7543994610677681, 0.00012020205758131737, 1.1037511128156905]","[0, 0, 0]","[-0.9874384170009667, 7.419200101083165e-05, 0.15799704202897236, -0.0015171803673416048]","[[0.9500692657476563, -0.0029728001270616354, -0.3120249232691421], [0.0030196885938693235, 0.99999538531856, -0.00033289995646426716], [0.31202447301855274, -0.0006259400845933462, 0.9500738584112843]]","[-0.03347683516850594, -19.244665880203186, 0.1421313061040244]","[20.0, 0.0, 0.0]","[152.36752955009587, 108.78607323106154, 0.0, 108.11930837583424]"
2.0599999999999783,"[0.11809822664752515, -0.00021955998851274722, 0.030948075227513222]","[0, 0, 0]","[0.7814791450235758, 4.2403240159501085e-05, 1.276733652059095]","[0, 0, 0]","[-0.9787042414255136, 0.00013981778941371534, 0.20526700325127628, -0.0018562443093760046]","[[0.9157240234666089, -0.003576028400148196, -0.4017918924854096], [0.0036908283146848816, 0.9999930696160994, -0.00048837088632381], [0.40179085434150574, -0.00103573194042758, 0.9157308756544527]]","[-0.04793932370502026, -21.56625228632312, 0.14151464508101783]","[20.0, 0.0, 0.0]","[131.73657957021445, 109.30171127476653, 0.0, 108.56864643726763]"
2.064999999999978,"[0.12200562237264302, -0.0002193479723119497, 0.0373317434878087]","[0, 0, 0]","[0.7989339308327157, -5.792899692674872e-05, 1.415813882374346]","[0, 0, 0]","[-0.9662330506800678, 0.00022932089308284827, 0.25766039064388385, -0.0021822645712200406]","[[0.8672127216291649, -0.004098978486292878, -0.4979209714602366], [0.004335326129871002, 0.9999903702665385, -0.0006814114316014905], [0.497918969704795, -0.001567721136033963, 0.8672221410103385]]","[-0.06391063354222025, -23.301704926009066, 0.12875566772111102]","[20.0, 0.0, 0.0]","[102.09703740967811, 106.85056977669166, 0.0, 106.11240668740969]"
