t,p,p_d,v,v_d,q,R,w,fa,pwm
0.09000000000000001,"[0.9566580612475942, -7.971906910428118e-05, 0.14520121438814806]","[0, 0, 0]","[-1.8270842893666954, -0.0027591575591697126, 1.5953663954576702]","[0, 0, 0]","[0.49452998644103413, -0.0036403028528512607, -0.869145748150196, 0.003536831662098673]","[[-0.5108536814115403, 0.0028297688652656507, -0.8596630203727772], [0.00982604612087316, 0.999948478033867, -0.002547566561148521], [0.8596115198192188, -0.00974852224299569, -0.5108551666648491]]","[-0.07062369470889182, -26.035202636255537, 0.00555754075688137]","[0.0, 0.0, 0.0]","[142.74405937596867, 108.27292994846808, 0.0, 105.48033305589253]"
0.09500000000000001,"[0.9475226398007608, -9.351485690012974e-05, 0.15317804636543642]","[0, 0, 0]","[-2.012878936039868, -0.003309750312246064, 1.4359078365894493]","[0, 0, 0]","[0.43703356681273714, -0.0035020767507889044, -0.8994310957234922, 0.0036195280088241522]","[[-0.6179787938747369, 0.0031360429867896165, -0.7861885114624294], [0.009463463930289712, 0.9999492689508499, -0.0034499818986586826], [0.7861378080028754, -0.009572082273255626, -0.6179771209918604]]","[-0.13031636451327788, -28.072789284968543, 0.0006110176887257302]","[0.0, 0.0, 0.0]","[127.57804087580335, 96.75857229568904, 0.0, 95.87940303477086]"
0.10000000000000002,"[0.9374582451205614, -0.00011006360846136005, 0.16035758554838367]","[0, 0, 0]","[-2.149798530845862, -0.003910586011019735, 1.2792332964544286]","[0, 0, 0]","[0.3729910943104938, -0.0033834839831480244, -0.9278219075819008, 0.0035641846583165907]","[[-0.7217323912023922, 0.0036197228549740604, -0.6921627359918551], [0.008937359399094777, 0.9999516972477146, -0.004089838430394071], [0.6921144985450375, -0.009137876004219713, -0.7217298803055635]]","[-0.14725250315288335, -29.700404936339357, -0.003946831761866186]","[0.0, 0.0, 0.0]","[101.86244846167969, 89.48778612611167, 0.0, 89.13715760693798]"
0.10500000000000002,"[0.9267092524663321, -0.00012961653851645873, 0.16675375203065582]","[0, 0, 0]","[-2.240919869375421, -0.004449002098405755, 1.1351695239259476]","[0, 0, 0]","[0.3032633189491515, -0.0032380803893352003, -0.9528950089886274, 0.003460644434346344]","[[-0.8160417484306748, 0.004072128249677365, -0.5779786177617], [0.00827007431712849, 0.9999550775509825, -0.004631279606957899], [0.5779337943821908, -0.008559243630533713, -0.8160387666400883]]","[-0.15351560310374374, -30.73800077700019, -0.015101908412643094]","[0.0, 0.0, 0.0]","[71.43813270835909, 81.35367498323501, 0.0, 81.22402596021135]"
0.11000000000000003,"[0.915504653119455, -0.0001518615490084875, 0.17242959965028556]","[0, 0, 0]","[-2.2938603110856834, -0.0048732080820554306, 1.0113737609668827]","[0, 0, 0]","[0.2293607625038925, -0.003043586534226282, -0.9733310526611099, 0.003322518661708641]","[[-0.8947687544092834, 0.0044007237430814805, -0.4465081295602541], [0.007448945397813107, 0.9999593949015028, -0.005071662516500669], [0.4464676800680202, -0.007863979829447549, -0.8947652029867513]]","[-0.1556234071130188, -31.248341457485903, -0.0313266204558547]","[0.0, 0.0, 0.0]","[25.080515633525977, 71.28481162638337, 0.0, 71.3395913388313]"
0.11500000000000003,"[0.9040353515640265, -0.00017622758941876466, 0.17748646845511998]","[0, 0, 0]","[-2.317971513266179, -0.005147075168074717, 0.9140069145647065]","[0, 0, 0]","[0.1528566513801031, -0.0027885390487091743, -0.9882394043288957, 0.0031540308345060658]","[[-0.953254136357671, 0.0045472591534640614, -0.30213552249145126], [0.006475717520312819, 0.9999645522789378, -0.0053813816237978035], [0.3021003419388798, -0.007086368588711174, -0.9532497924367134]]","[-0.15484211473476975, -31.31124468393026, -0.05041027924896845]","[0.0, 0.0, 0.0]","[0.0, 58.52197076139553, 0.0, 58.81051570336318]"
0.12000000000000004,"[0.8924454939976956, -0.00020196296525913825, 0.18205650302794352]","[0, 0, 0]","[-2.3283702593168814, -0.005332288811430318, 0.8321484502282609]","[0, 0, 0]","[0.07526819933229724, -0.0024687233694347596, -0.9971558722028387, 0.002961436407331472]","[[-0.9886572071483974, 0.0044776000377186025, -0.1501228758431997], [0.005369207980986392, 0.9999702705986611, -0.0055343946821178784], [0.1500936319741362, -0.006277660132785543, -0.9886518561273578]]","[-0.15145654518498036, -31.31124468393026, -0.06417727488715477]","[0.0, 0.0, 0.0]","[0.0, 45.504855562001104, 65.63127613324116, 46.16132058160369]"
0.12500000000000003,"[0.8808036427011111, -0.00022862440931628985, 0.18621724527908481]","[0, 0, 0]","[-2.3347572549375806, -0.005567750291896685, 0.7410361393378335]","[0, 0, 0]","[-0.0027792369765266734, -0.0020989993806007764, -0.999990135524166, 0.0027566098361442876]","[[-0.9999757400868571, 0.004213279894117161, 0.005546846876944114], [0.0041826348061712836, 0.9999759906076232, -0.005524832520650895], [-0.005569991366298613, -0.005501498053881807, -0.9999693538880793]]","[-0.14543898137307978, -30.880498243242485, -0.06396546486851161]","[0.0, 0.0, 0.0]","[0.0, 39.450818731720275, 95.81847224274273, 40.4720190714006]"
0.13000000000000003,"[0.8691298564264232, -0.0002564631607757733, 0.189922425975774]","[0, 0, 0]","[-2.3344140290588253, -0.005909613973902851, 0.630110380401121]","[0, 0, 0]","[-0.07974275546033247, -0.001720144480943303, -0.9968107353644696, 0.0025479239988126716]","[[-0.9872762681091168, 0.003835673930702118, 0.15896810382599733], [0.003022960009226793, 0.999981098372522, -0.005353934111219083], [-0.158985635015615, -0.0048052578684178735, -0.9872692020697799]]","[-0.1372772584618035, -29.96238028094916, -0.05199180847528282]","[0.0, 0.0, 0.0]","[0.0, 44.8894261697048, 101.46958370575366, 45.887640214093416]"
0.13500000000000004,"[0.857457786281129, -0.00028601123064528756, 0.1930729778777796]","[0, 0, 0]","[-2.322954962308302, -0.00629554729563082, 0.5098940054178933]","[0, 0, 0]","[-0.1539786847293097, -0.001368523615265378, -0.9880704546066528, 0.0023384878766168414]","[[-0.9525773835842928, 0.0034245500763441994, 0.30427717748868066], [0.0019842409263566094, 0.999985317235131, -0.005042628491281022], [-0.3042899785922133, -0.004199734626082772, -0.9525701922469658]]","[-0.12821576420453298, -28.932772639207265, -0.039641127852971844]","[0.0, 0.0, 0.0]","[0.0, 51.828755254577736, 101.38316903002377, 52.66635691279891]"
0.14000000000000004,"[0.8458430114695875, -0.00031748896712344165, 0.19562244790486907]","[0, 0, 0]","[-2.2990106122860663, -0.0066923646403421995, 0.38588381848518033]","[0, 0, 0]","[-0.2248604662631647, -0.0010493579152633505, -0.9743880801434142, 0.002130454014825934]","[[-0.8988733391197556, 0.0030030734551254844, 0.4381982448270689], [0.001086853922621522, 0.9999887200273128, -0.00462369621488626], [-0.43820718726220315, -0.003679859774474022, -0.8988664637552057]]","[-0.11946323628179276, -27.904917942950227, -0.03000396397124159]","[0.0, 0.0, 0.0]","[0.0, 57.05775778593543, 99.4287110928681, 57.765097151946776]"
0.14500000000000005,"[0.8343479584081572, -0.00035095079032515265, 0.19755186699729496]","[0, 0, 0]","[-2.2629064449870175, -0.007073321669844023, 0.262774130729631]","[0, 0, 0]","[-0.2921261608353002, -0.0007586435244984224, -0.9563775539030591, 0.0019248392224286953]","[[-0.8293234612312622, 0.0025756910610349928, 0.5587628857278886], [0.000326507491941795, 0.9999914389079413, -0.004124985294914616], [-0.5587687267951358, -0.0032385068138974745, -0.8293172022991923]]","[-0.11134136374025534, -26.916311083991324, -0.02341661513712818]","[0.0, 0.0, 0.0]","[0.0, 60.70205989329517, 97.37786476167012, 61.31770442207202]"
0.15000000000000005,"[0.8230334261832222, -0.00038631739867437277, 0.19886573765094312]","[0, 0, 0]","[-2.2156154098696144, -0.007422440821139225, 0.1435346640718599]","[0, 0, 0]","[-0.3556772818238526, -0.0004907077313840736, -0.934607116425856, 0.0017228831836790441]","[[-0.7469868608006363, 0.0021428186910154605, 0.6648353466229578], [-0.00030834293966849045, 0.9999935817589156, -0.003569504952611013], [-0.6648387283513518, -0.002871370584336467, -0.7469814057358624]]","[-0.10382928370991572, -25.968066229437113, -0.01934091994780751]","[0.0, 0.0, 0.0]","[0.0, 63.16575111213533, 95.61900178506305, 63.71885858101595]"
0.15500000000000005,"[0.8119553491338741, -0.0004234296027800689, 0.19958341097130242]","[0, 0, 0]","[-2.1584628441012734, -0.007729293288597181, 0.030270412925465534]","[0, 0, 0]","[-0.4154775391531789, -0.00024083618057805524, -0.9096021258748805, 0.0015261261582542925]","[[-0.6547567129143057, 0.001706272485020348, 0.7558377706412008], [-0.0008300120776548055, 0.9999952258737665, -0.0029764592430939797], [-0.755839240826781, -0.0025762111485114958, -0.6547521707963357]]","[-0.09681120117918732, -25.053766879199923, -0.017154943047919202]","[0.0, 0.0, 0.0]","[0.0, 64.77775724696156, 94.19499142673537, 65.2882840636628]"
0.16000000000000006,"[0.8011630349133677, -0.00046207606922305476, 0.19973476303592974]","[0, 0, 0]","[-2.092964156444733, -0.007987224529742288, -0.07551849268790425]","[0, 0, 0]","[-0.4715259075396557, -5.669417303593103e-06, -0.8818511965696489, 0.0013362617409434674]","[[-0.5553266369735237, 0.00127016322508383, 0.8316313564032192], [-0.0012501648953517248, 0.9999964287448351, -0.0023621145846410736], [-0.8316313867065208, -0.0023514214760838826, -0.5553230658469277]]","[-0.09017098097606273, -24.166497238211647, -0.016326985968001317]","[0.0, 0.0, 0.0]","[0.0, 65.77477221235885, 93.06270731633589, 66.25616196504643]"
0.16500000000000006,"[0.790698214131144, -0.0005020121918717662, 0.19935717057249022]","[0, 0, 0]","[-2.0207084184507256, -0.008192455286405696, -0.1728173683933674]","[0, 0, 0]","[-0.5238487915491269, 0.00021695670696619276, -0.851810461669584, 0.0011549513222186745]","[[-0.45116479304461327, 0.0008404277234382676, 0.8924402630979024], [-0.001579651694331009, 0.9999972380344613, -0.0017402942204445355], [-0.89243926080016, -0.002194904255495408, -0.45116221935992523]]","[-0.08381514710098568, -23.300430488907047, -0.01643805029776164]","[0.0, 0.0, 0.0]","[0.0, 66.32471382991672, 92.16169233587902, 66.78598501109316]"
0.17000000000000007,"[0.7805946720388904, -0.0005429744683037947, 0.19849308373052338]","[0, 0, 0]","[-1.943275334826703, -0.00834345289764559, -0.26101271324639796]","[0, 0, 0]","[-0.5724970891851152, 0.00042827927088800186, -0.8199060506006058, 0.0009836869183245229]","[[-0.3444937989028728, 0.0004240182637247539, 0.9387884973336535], [-0.0018286133259163085, 0.9999976978738258, -0.0011226844405784714], [-0.9387868121627889, -0.0021034389843452897, -0.34449223046923405]]","[-0.0776751341728243, -22.451052735485725, -0.017169166146379807]","[0.0, 0.0, 0.0]","[0.0, 66.54721325645488, 91.43349465278776, 66.99434050092287]"
0.17500000000000007,"[0.7708782953647569, -0.0005846917327920226, 0.19718802016429138]","[0, 0, 0]","[-1.862178760799354, -0.008440435191424553, -0.3398214286007529]","[0, 0, 0]","[-0.6175443730151218, 0.0006288662210394254, -0.7865353605446544, 0.0008237096132047949]","[[-0.2372771037692724, 2.8103433466969592e-05, 0.9714420081698457], [-0.002006605513065364, 0.9999978520594979, -0.0005190478828479003], [-0.9714399361572389, -0.0020724590675766236, -0.23727653771966656]]","[-0.07170412747747328, -21.61504434104359, -0.01828254476024443]","[0.0, 0.0, 0.0]","[0.0, 66.52785530464672, 90.82720265598847, 66.96468368137559]"
0.18000000000000008,"[0.7615674015607602, -0.0006268939087491454, 0.19548891302128762]","[0, 0, 0]","[-1.7788299830020418, -0.008484968994049744, -0.40922952435180093]","[0, 0, 0]","[-0.6590851194056111, 0.0008188337258206919, -0.7520676019821414, 0.0006759720795038168]","[[-0.1312122697788417, -0.0003405903557308754, 0.9913542375244553], [-0.0021226829106694048, 0.9999977451461545, 6.260884623311052e-05], [-0.9913520234895097, -0.002096115649590378, -0.1312126968796784]]","[-0.06587279456640531, -20.790086266812388, -0.019603832059585834]","[0.0, 0.0, 0.0]","[0.0, 66.32793413469955, 90.3005956261398, 66.75680359480428]"
0.18500000000000008,"[0.7526732516457499, -0.0006693187537193941, 0.19344276539952862]","[0, 0, 0]","[-1.6945149916184759, -0.008479644091879696, -0.4694392057129769]","[0, 0, 0]","[-0.6972326918957652, 0.0009980183441226991, -0.7168439749954176, 0.0005411320900150001]","[[-0.02773115462233955, -0.0006762569062538405, 0.9996151888301361], [-0.002185436841423201, 0.9999974222708918, 0.0006158874764601857], [-0.9996130285911264, -0.0021675165900759087, -0.027732561055692218]]","[-0.06016519660458203, -19.974666509768827, -0.02100716826425923]","[0.0, 0.0, 0.0]","[0.0, 65.99130406882871, 89.81970807083587, 66.41348791053896]"
0.19000000000000009,"[0.7442006766876575, -0.0007117169741787926, 0.19109556937096372]","[0, 0, 0]","[-1.6103814618683518, -0.00842780735720169, -0.5208233421653821]","[0, 0, 0]","[-0.7321170414125029, 0.0011661076330070357, -0.6811777314553442, 0.0004195661360248621]","[[0.07199344426721671, -0.0009743100678021921, 0.9974046293768819], [-0.0022029961405357836, 0.9999969283144916, 0.0011358563230254959], [-0.9974026723397869, -0.002279052757957096, 0.07199107672467814]]","[-0.05457528023071241, -19.16790851397581, -0.0224032155266947]","[0.0, 0.0, 0.0]","[0.0, 65.54931066907524, 89.3578031020497, 65.9653283287385]"
0.1950000000000001,"[0.7361487693783157, -0.000753856010964801, 0.1884914526601368]","[0, 0, 0]","[-1.5274325370350241, -0.008333344129355071, -0.5638862209549699]","[0, 0, 0]","[-0.7638821814891363, 0.0013227354616484179, -0.6453542951026724, 0.0003113949734728641]","[[0.16703547365140664, -0.0012315278796364388, 0.9859501173391745], [-0.0021830041662012517, 0.9999963068081379, 0.0016189079327458753], [-0.9859484697664784, -0.0024227482671622578, 0.16703216832686268]]","[-0.04910403899797953, -18.36942681645334, -0.023729854917663752]","[0.0, 0.0, 0.0]","[0.0, 65.02439134865033, 88.8941791199459, 65.4342326217692]"
0.2000000000000001,"[0.7285116066931406, -0.0007955227316115763, 0.18567202155536197]","[0, 0, 0]","[-1.4465255426246943, -0.008200496662975136, -0.5992295734567803]","[0, 0, 0]","[-0.7926835302766303, 0.001467548780458227, -0.6096315446643731, 0.00021651532563089039]","[[0.2566986657424888, -0.001446071794441955, 0.9664904054787051], [-0.0021325843251623084, 0.9999955988433817, 0.002062614351477843], [-0.9664891344914968, -0.0025905926411093206, 0.25669445210141517]]","[-0.043757306144242246, -17.57920930831244, -0.02494512529297017]","[0.0, 0.0, 0.0]","[0.0, 64.43271232266032, 88.41300874716337, 64.8359976659828]"
0.2050000000000001,"[0.7212789789800171, -0.000836525214926452, 0.18267587368807808]","[0, 0, 0]","[-1.3683744464514955, -0.008033712211068732, -0.6275230789281377]","[0, 0, 0]","[-0.8186852163660372, 0.0016002521252886743, -0.5742403134320557, 0.00013463389105894977]","[[0.34049608860633945, -0.0016174130115285683, 0.940244541392788], [-0.0020583041164557595, 0.9999948421337019, 0.0024655810992638017], [-0.9402436796001068, -0.0027748299304648765, 0.3404910032451797]]","[-0.03854408853537976, -16.79752329673984, -0.02602196708271426]","[0.0, 0.0, 0.0]","[0.0, 63.78608631427152, 87.90230074541402, 64.18218074732927]"
0.2100000000000001,"[0.7144371067477596, -0.0008766937759817958, 0.1795382582934374]","[0, 0, 0]","[-1.2935552787132318, -0.007837515671001771, -0.6494787940228149]","[0, 0, 0]","[-0.8420574366794994, 0.0017206352638635466, -0.5393851207465669, 6.530123206095394e-05]","[[0.418127374505921, -0.0017461953429571606, 0.9083867290370384], [-0.0019661448952822008, 0.9999940703000758, 0.0028273024136183907], [-0.9083862795986277, -0.0029681924653787795, 0.4181214618630003]]","[-0.03347533671626503, -16.024841849106117, -0.026944372395588913]","[0.0, 0.0, 0.0]","[0.0, 63.093345485504805, 87.35301817125217, 63.481439095523086]"
0.2150000000000001,"[0.7079693303541935, -0.0009158813543368046, 0.1762908643233233]","[0, 0, 0]","[-1.2225139265110592, -0.007616403472719395, -0.6658291595103367]","[0, 0, 0]","[-0.8629739394923005, 0.0018285884040914013, -0.5052451246261349, 7.944116108740143e-06]","[[0.48945472795682476, -0.0018340596218818434, 0.8720267802688254], [-0.0018614818825784185, 0.9999933124026791, 0.0031480208257105816], [-0.872026722162751, -0.0031640757294442014, 0.4894480406119396]]","[-0.028563050207731304, -15.261786870743405, -0.02770459953671844]","[0.0, 0.0, 0.0]","[0.0, 62.36130095335726, 86.75835526251457, 62.74046583469927]"
0.2200000000000001,"[0.7018567607216383, -0.0009539633717004015, 0.1729617185257716]","[0, 0, 0]","[-1.1555757987033326, -0.007374756512854425, -0.6773083689806888]","[0, 0, 0]","[-0.8816096883618461, 0.0019241084386620601, -0.47197526814579494, -3.810446063868866e-05]","[[0.5544786896135101, -0.0018834497158959664, 0.8321957914947975], [-0.0017490766692204842, 0.9999925927095328, 0.0034285940080215063], [-0.8321960847632546, -0.003356656555911522, 0.5544712881308425]]","[-0.023819630551744297, -14.509085649957736, -0.02830117094050559]","[0.0, 0.0, 0.0]","[0.0, 61.595391079089964, 86.1131601711689, 61.96462212457706]"
